filepath,label,esc_category,fold,label_id
data/curated/normal_operation/5-234923-A-32.wav,normal_operation,keyboard_typing,5,3
data/curated/fluid_leak/5-194892-A-10.wav,fluid_leak,rain,5,1
data/curated/normal_operation/3-155570-A-32.wav,normal_operation,keyboard_typing,3,3
data/curated/electrical_fault/4-111671-B-42.wav,electrical_fault,siren,4,0
data/curated/fluid_leak/4-167063-B-11.wav,fluid_leak,sea_waves,4,1
data/curated/normal_operation/5-253101-B-49.wav,normal_operation,hand_saw,5,3
data/curated/fluid_leak/1-50060-A-10.wav,fluid_leak,rain,1,1
data/curated/fluid_leak/2-125966-A-11.wav,fluid_leak,sea_waves,2,1
data/curated/normal_operation/4-184575-A-0.wav,normal_operation,dog,4,3
data/curated/fluid_leak/4-161127-A-10.wav,fluid_leak,rain,4,1
data/curated/mechanical_fault/5-216370-A-41.wav,mechanical_fault,chainsaw,5,2
data/curated/fluid_leak/2-102852-A-11.wav,fluid_leak,sea_waves,2,1
data/curated/normal_operation/1-7974-A-49.wav,normal_operation,hand_saw,1,3
data/curated/electrical_fault/5-209833-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/fluid_leak/5-219379-B-11.wav,fluid_leak,sea_waves,5,1
data/curated/mechanical_fault/2-68391-B-41.wav,mechanical_fault,chainsaw,2,2
data/curated/fluid_leak/4-163264-A-10.wav,fluid_leak,rain,4,1
data/curated/normal_operation/3-102583-B-49.wav,normal_operation,hand_saw,3,3
data/curated/mechanical_fault/1-19898-B-41.wav,mechanical_fault,chainsaw,1,2
data/curated/fluid_leak/3-156907-A-15.wav,fluid_leak,water_drops,3,1
data/curated/fluid_leak/5-219379-C-11.wav,fluid_leak,sea_waves,5,1
data/curated/electrical_fault/1-76831-C-42.wav,electrical_fault,siren,1,0
data/curated/normal_operation/5-253101-A-49.wav,normal_operation,hand_saw,5,3
data/curated/fluid_leak/3-157615-A-10.wav,fluid_leak,rain,3,1
data/curated/fluid_leak/2-132157-A-11.wav,fluid_leak,sea_waves,2,1
data/curated/electrical_fault/5-117118-A-42.wav,electrical_fault,siren,5,0
data/curated/electrical_fault/3-51909-A-42.wav,electrical_fault,siren,3,0
data/curated/electrical_fault/4-90014-A-42.wav,electrical_fault,siren,4,0
data/curated/normal_operation/3-132830-A-32.wav,normal_operation,keyboard_typing,3,3
data/curated/electrical_fault/4-111671-A-42.wav,electrical_fault,siren,4,0
data/curated/electrical_fault/3-51731-A-42.wav,electrical_fault,siren,3,0
data/curated/fluid_leak/4-182613-B-11.wav,fluid_leak,sea_waves,4,1
data/curated/normal_operation/4-183992-A-0.wav,normal_operation,dog,4,3
data/curated/normal_operation/4-172742-A-32.wav,normal_operation,keyboard_typing,4,3
data/curated/fluid_leak/2-101676-A-10.wav,fluid_leak,rain,2,1
data/curated/normal_operation/5-216131-A-32.wav,normal_operation,keyboard_typing,5,3
data/curated/normal_operation/2-60180-B-49.wav,normal_operation,hand_saw,2,3
data/curated/mechanical_fault/5-240671-A-44.wav,mechanical_fault,engine,5,2
data/curated/normal_operation/1-46353-A-49.wav,normal_operation,hand_saw,1,3
data/curated/electrical_fault/1-21934-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/fluid_leak/4-164206-A-10.wav,fluid_leak,rain,4,1
data/curated/fluid_leak/1-29561-A-10.wav,fluid_leak,rain,1,1
data/curated/mechanical_fault/1-64398-A-41.wav,mechanical_fault,chainsaw,1,2
data/curated/mechanical_fault/4-186962-A-44.wav,mechanical_fault,engine,4,2
data/curated/normal_operation/2-118817-A-32.wav,normal_operation,keyboard_typing,2,3
data/curated/normal_operation/4-172180-A-32.wav,normal_operation,keyboard_typing,4,3
data/curated/electrical_fault/3-62878-A-42.wav,electrical_fault,siren,3,0
data/curated/mechanical_fault/4-157611-A-41.wav,mechanical_fault,chainsaw,4,2
data/curated/normal_operation/3-157695-A-0.wav,normal_operation,dog,3,3
data/curated/mechanical_fault/4-186936-A-44.wav,mechanical_fault,engine,4,2
data/curated/fluid_leak/4-212604-A-15.wav,fluid_leak,water_drops,4,1
data/curated/normal_operation/2-118459-A-32.wav,normal_operation,keyboard_typing,2,3
data/curated/mechanical_fault/2-106015-A-44.wav,mechanical_fault,engine,2,2
data/curated/fluid_leak/2-139749-A-15.wav,fluid_leak,water_drops,2,1
data/curated/normal_operation/3-170015-A-0.wav,normal_operation,dog,3,3
data/curated/normal_operation/4-182395-A-0.wav,normal_operation,dog,4,3
data/curated/normal_operation/1-59513-A-0.wav,normal_operation,dog,1,3
data/curated/fluid_leak/4-212604-C-15.wav,fluid_leak,water_drops,4,1
data/curated/electrical_fault/5-210571-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/mechanical_fault/5-243773-A-44.wav,mechanical_fault,engine,5,2
data/curated/normal_operation/4-191687-A-0.wav,normal_operation,dog,4,3
data/curated/normal_operation/4-198360-A-49.wav,normal_operation,hand_saw,4,3
data/curated/electrical_fault/4-194711-A-38.wav,electrical_fault,clock_tick,4,0
data/curated/electrical_fault/5-212181-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/fluid_leak/3-144827-B-11.wav,fluid_leak,sea_waves,3,1
data/curated/fluid_leak/1-54958-A-10.wav,fluid_leak,rain,1,1
data/curated/fluid_leak/5-181766-A-10.wav,fluid_leak,rain,5,1
data/curated/mechanical_fault/1-64398-B-41.wav,mechanical_fault,chainsaw,1,2
data/curated/mechanical_fault/1-19898-C-41.wav,mechanical_fault,chainsaw,1,2
data/curated/electrical_fault/3-62878-B-42.wav,electrical_fault,siren,3,0
data/curated/fluid_leak/4-212604-B-15.wav,fluid_leak,water_drops,4,1
data/curated/mechanical_fault/4-201988-A-44.wav,mechanical_fault,engine,4,2
data/curated/mechanical_fault/4-186935-A-44.wav,mechanical_fault,engine,4,2
data/curated/normal_operation/1-100032-A-0.wav,normal_operation,dog,1,3
data/curated/normal_operation/2-60180-A-49.wav,normal_operation,hand_saw,2,3
data/curated/mechanical_fault/4-149294-A-41.wav,mechanical_fault,chainsaw,4,2
data/curated/mechanical_fault/3-118972-A-41.wav,mechanical_fault,chainsaw,3,2
data/curated/electrical_fault/4-188033-A-38.wav,electrical_fault,clock_tick,4,0
data/curated/electrical_fault/5-133989-B-42.wav,electrical_fault,siren,5,0
data/curated/electrical_fault/3-164688-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/electrical_fault/5-201194-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/normal_operation/5-205090-A-32.wav,normal_operation,keyboard_typing,5,3
data/curated/electrical_fault/4-80761-A-42.wav,electrical_fault,siren,4,0
data/curated/normal_operation/5-253094-A-49.wav,normal_operation,hand_saw,5,3
data/curated/normal_operation/5-9032-A-0.wav,normal_operation,dog,5,3
data/curated/mechanical_fault/3-118972-B-41.wav,mechanical_fault,chainsaw,3,2
data/curated/mechanical_fault/1-18527-B-44.wav,mechanical_fault,engine,1,2
data/curated/fluid_leak/2-87781-A-10.wav,fluid_leak,rain,2,1
data/curated/fluid_leak/1-50623-A-15.wav,fluid_leak,water_drops,1,1
data/curated/fluid_leak/4-182613-A-11.wav,fluid_leak,sea_waves,4,1
data/curated/mechanical_fault/3-115382-A-44.wav,mechanical_fault,engine,3,2
data/curated/normal_operation/2-99795-A-32.wav,normal_operation,keyboard_typing,2,3
data/curated/normal_operation/4-102844-B-49.wav,normal_operation,hand_saw,4,3
data/curated/mechanical_fault/2-106486-A-44.wav,mechanical_fault,engine,2,2
data/curated/electrical_fault/5-235671-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/mechanical_fault/4-157611-B-41.wav,mechanical_fault,chainsaw,4,2
data/curated/normal_operation/2-122104-A-0.wav,normal_operation,dog,2,3
data/curated/fluid_leak/1-21189-A-10.wav,fluid_leak,rain,1,1
data/curated/electrical_fault/2-70938-A-42.wav,electrical_fault,siren,2,0
data/curated/electrical_fault/2-70052-A-42.wav,electrical_fault,siren,2,0
data/curated/normal_operation/5-212454-A-0.wav,normal_operation,dog,5,3
data/curated/electrical_fault/2-70052-B-42.wav,electrical_fault,siren,2,0
data/curated/mechanical_fault/4-149294-B-41.wav,mechanical_fault,chainsaw,4,2
data/curated/electrical_fault/3-142593-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/mechanical_fault/4-195451-A-44.wav,mechanical_fault,engine,4,2
data/curated/normal_operation/3-155312-A-0.wav,normal_operation,dog,3,3
data/curated/fluid_leak/3-164594-A-15.wav,fluid_leak,water_drops,3,1
data/curated/electrical_fault/2-141584-A-38.wav,electrical_fault,clock_tick,2,0
data/curated/normal_operation/1-30226-A-0.wav,normal_operation,dog,1,3
data/curated/fluid_leak/5-261439-A-15.wav,fluid_leak,water_drops,5,1
data/curated/mechanical_fault/2-50668-B-41.wav,mechanical_fault,chainsaw,2,2
data/curated/electrical_fault/4-191327-A-38.wav,electrical_fault,clock_tick,4,0
data/curated/fluid_leak/3-164630-A-11.wav,fluid_leak,sea_waves,3,1
data/curated/mechanical_fault/3-118658-A-41.wav,mechanical_fault,chainsaw,3,2
data/curated/electrical_fault/3-51376-A-42.wav,electrical_fault,siren,3,0
data/curated/normal_operation/2-118072-A-0.wav,normal_operation,dog,2,3
data/curated/normal_operation/1-94231-A-32.wav,normal_operation,keyboard_typing,1,3
data/curated/mechanical_fault/5-170338-A-41.wav,mechanical_fault,chainsaw,5,2
data/curated/mechanical_fault/1-50661-A-44.wav,mechanical_fault,engine,1,2
data/curated/fluid_leak/3-142006-A-10.wav,fluid_leak,rain,3,1
data/curated/normal_operation/5-203128-B-0.wav,normal_operation,dog,5,3
data/curated/normal_operation/5-231762-A-0.wav,normal_operation,dog,5,3
data/curated/normal_operation/2-59321-A-49.wav,normal_operation,hand_saw,2,3
data/curated/mechanical_fault/4-186938-A-44.wav,mechanical_fault,engine,4,2
data/curated/fluid_leak/2-73027-A-10.wav,fluid_leak,rain,2,1
data/curated/fluid_leak/4-197871-A-15.wav,fluid_leak,water_drops,4,1
data/curated/fluid_leak/1-23094-A-15.wav,fluid_leak,water_drops,1,1
data/curated/electrical_fault/2-70936-A-42.wav,electrical_fault,siren,2,0
data/curated/fluid_leak/3-140774-A-10.wav,fluid_leak,rain,3,1
data/curated/mechanical_fault/4-171652-A-44.wav,mechanical_fault,engine,4,2
data/curated/fluid_leak/3-164592-A-15.wav,fluid_leak,water_drops,3,1
data/curated/mechanical_fault/2-107228-B-44.wav,mechanical_fault,engine,2,2
data/curated/fluid_leak/5-203739-A-10.wav,fluid_leak,rain,5,1
data/curated/electrical_fault/1-57163-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/fluid_leak/3-166324-A-15.wav,fluid_leak,water_drops,3,1
data/curated/mechanical_fault/1-64398-B-41.wav,mechanical_fault,uploaded,0,2
data/curated/normal_operation/3-180256-A-0.wav,normal_operation,dog,3,3
data/curated/normal_operation/2-114587-A-0.wav,normal_operation,dog,2,3
data/curated/fluid_leak/3-142005-A-10.wav,fluid_leak,rain,3,1
data/curated/mechanical_fault/2-124662-A-11.wav,mechanical_fault,uploaded,0,2
data/curated/normal_operation/1-9887-A-49.wav,normal_operation,hand_saw,1,3
data/curated/electrical_fault/2-131943-A-38.wav,electrical_fault,clock_tick,2,0
data/curated/fluid_leak/2-137162-A-11.wav,fluid_leak,sea_waves,2,1
data/curated/electrical_fault/3-51731-B-42.wav,electrical_fault,siren,3,0
data/curated/fluid_leak/2-68595-B-15.wav,fluid_leak,water_drops,2,1
data/curated/mechanical_fault/3-165856-A-41.wav,mechanical_fault,chainsaw,3,2
data/curated/electrical_fault/1-62850-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/normal_operation/3-96606-A-49.wav,normal_operation,hand_saw,3,3
data/curated/normal_operation/1-23706-A-49.wav,normal_operation,hand_saw,1,3
data/curated/mechanical_fault/1-19898-A-41.wav,mechanical_fault,chainsaw,1,2
data/curated/mechanical_fault/3-259622-A-44.wav,mechanical_fault,engine,3,2
data/curated/fluid_leak/2-82367-A-10.wav,fluid_leak,rain,2,1
data/curated/mechanical_fault/5-243773-B-44.wav,mechanical_fault,engine,5,2
data/curated/fluid_leak/1-16746-A-15.wav,fluid_leak,water_drops,1,1
data/curated/normal_operation/2-84693-A-49.wav,normal_operation,hand_saw,2,3
data/curated/fluid_leak/5-188655-A-10.wav,fluid_leak,rain,5,1
data/curated/electrical_fault/1-31482-B-42.wav,electrical_fault,siren,1,0
data/curated/fluid_leak/5-200461-B-11.wav,fluid_leak,sea_waves,5,1
data/curated/normal_operation/4-181708-A-32.wav,normal_operation,keyboard_typing,4,3
data/curated/electrical_fault/4-102871-A-42.wav,electrical_fault,siren,4,0
data/curated/mechanical_fault/3-118656-A-41.wav,mechanical_fault,chainsaw,3,2
data/curated/mechanical_fault/3-118657-A-41.wav,mechanical_fault,chainsaw,3,2
data/curated/electrical_fault/1-76831-E-42.wav,electrical_fault,siren,1,0
data/curated/fluid_leak/4-204618-A-11.wav,fluid_leak,sea_waves,4,1
data/curated/electrical_fault/3-150363-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/normal_operation/3-144106-A-32.wav,normal_operation,keyboard_typing,3,3
data/curated/mechanical_fault/5-209992-B-44.wav,mechanical_fault,engine,5,2
data/curated/normal_operation/4-192236-A-0.wav,normal_operation,dog,4,3
data/curated/normal_operation/4-194754-A-0.wav,normal_operation,dog,4,3
data/curated/normal_operation/2-184077-A-49.wav,normal_operation,hand_saw,2,3
data/curated/fluid_leak/1-61252-A-11.wav,fluid_leak,sea_waves,1,1
data/curated/fluid_leak/4-195497-B-11.wav,fluid_leak,sea_waves,4,1
data/curated/electrical_fault/5-219342-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/fluid_leak/2-139748-B-15.wav,fluid_leak,water_drops,2,1
data/curated/electrical_fault/4-181035-A-38.wav,electrical_fault,clock_tick,4,0
data/curated/electrical_fault/1-35687-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/normal_operation/3-153444-A-32.wav,normal_operation,keyboard_typing,3,3
data/curated/normal_operation/3-144120-A-32.wav,normal_operation,keyboard_typing,3,3
data/curated/normal_operation/1-61212-A-32.wav,normal_operation,keyboard_typing,1,3
data/curated/normal_operation/4-207124-A-0.wav,normal_operation,dog,4,3
data/curated/mechanical_fault/2-68391-A-41.wav,mechanical_fault,chainsaw,2,2
data/curated/electrical_fault/4-181865-A-38.wav,electrical_fault,clock_tick,4,0
data/curated/normal_operation/5-217158-A-0.wav,normal_operation,dog,5,3
data/curated/normal_operation/4-102844-A-49.wav,normal_operation,hand_saw,4,3
data/curated/fluid_leak/3-132852-A-10.wav,fluid_leak,rain,3,1
data/curated/fluid_leak/1-63871-A-10.wav,fluid_leak,rain,1,1
data/curated/electrical_fault/1-76831-A-42.wav,electrical_fault,siren,1,0
data/curated/mechanical_fault/5-170338-B-41.wav,mechanical_fault,chainsaw,5,2
data/curated/electrical_fault/5-208624-A-38.wav,electrical_fault,clock_tick,5,0
data/curated/electrical_fault/3-171041-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/mechanical_fault/2-43802-A-42.wav,mechanical_fault,uploaded,0,2
data/curated/normal_operation/3-102583-A-49.wav,normal_operation,hand_saw,3,3
data/curated/normal_operation/5-213855-A-0.wav,normal_operation,dog,5,3
data/curated/electrical_fault/5-133989-A-42.wav,electrical_fault,siren,5,0
data/curated/mechanical_fault/3-128160-A-44.wav,mechanical_fault,engine,3,2
data/curated/fluid_leak/4-181286-A-10.wav,fluid_leak,rain,4,1
data/curated/normal_operation/4-181707-A-32.wav,normal_operation,keyboard_typing,4,3
data/curated/electrical_fault/5-117122-A-42.wav,electrical_fault,siren,5,0
data/curated/mechanical_fault/3-141240-A-44.wav,mechanical_fault,engine,3,2
data/curated/fluid_leak/3-160119-A-15.wav,fluid_leak,water_drops,3,1
data/curated/mechanical_fault/1-116765-A-41.wav,mechanical_fault,chainsaw,1,2
data/curated/normal_operation/1-62594-A-32.wav,normal_operation,keyboard_typing,1,3
data/curated/electrical_fault/2-134700-A-38.wav,electrical_fault,clock_tick,2,0
data/curated/fluid_leak/5-198321-A-10.wav,fluid_leak,rain,5,1
data/curated/mechanical_fault/1-47250-A-41.wav,mechanical_fault,chainsaw,1,2
data/curated/normal_operation/2-104168-A-32.wav,normal_operation,keyboard_typing,2,3
data/curated/normal_operation/5-223099-B-32.wav,normal_operation,keyboard_typing,5,3
data/curated/mechanical_fault/2-77945-A-41.wav,mechanical_fault,chainsaw,2,2
data/curated/normal_operation/4-251645-A-49.wav,normal_operation,hand_saw,4,3
data/curated/fluid_leak/5-257349-A-15.wav,fluid_leak,water_drops,5,1
data/curated/mechanical_fault/3-119455-A-44.wav,mechanical_fault,engine,3,2
data/curated/electrical_fault/1-62849-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/mechanical_fault/1-62565-A-44.wav,mechanical_fault,engine,1,2
data/curated/normal_operation/5-253101-C-49.wav,normal_operation,hand_saw,5,3
data/curated/fluid_leak/3-187710-A-11.wav,fluid_leak,sea_waves,3,1
data/curated/fluid_leak/2-155801-A-11.wav,fluid_leak,sea_waves,2,1
data/curated/fluid_leak/5-262641-A-15.wav,fluid_leak,water_drops,5,1
data/curated/normal_operation/4-198360-B-49.wav,normal_operation,hand_saw,4,3
data/curated/mechanical_fault/2-106015-B-44.wav,mechanical_fault,uploaded,0,2
data/curated/fluid_leak/5-202898-A-10.wav,fluid_leak,rain,5,1
data/curated/fluid_leak/4-195497-A-11.wav,fluid_leak,sea_waves,4,1
data/curated/fluid_leak/3-155642-B-11.wav,fluid_leak,sea_waves,3,1
data/curated/mechanical_fault/2-106487-A-44.wav,mechanical_fault,engine,2,2
data/curated/normal_operation/3-136288-A-0.wav,normal_operation,dog,3,3
data/curated/mechanical_fault/2-77945-B-41.wav,mechanical_fault,chainsaw,2,2
data/curated/normal_operation/1-137-A-32.wav,normal_operation,keyboard_typing,1,3
data/curated/fluid_leak/1-56311-A-10.wav,fluid_leak,rain,1,1
data/curated/electrical_fault/5-160551-A-42.wav,electrical_fault,siren,5,0
data/curated/fluid_leak/1-91359-B-11.wav,fluid_leak,sea_waves,1,1
data/curated/fluid_leak/3-155642-A-11.wav,fluid_leak,sea_waves,3,1
data/curated/mechanical_fault/1-22882-A-44.wav,mechanical_fault,engine,1,2
data/curated/electrical_fault/4-179984-A-38.wav,electrical_fault,clock_tick,4,0
data/curated/fluid_leak/2-72970-A-10.wav,fluid_leak,rain,2,1
data/curated/electrical_fault/5-117120-A-42.wav,electrical_fault,siren,5,0
data/curated/fluid_leak/5-200461-A-11.wav,fluid_leak,sea_waves,5,1
data/curated/normal_operation/2-135860-A-49.wav,normal_operation,hand_saw,2,3
data/curated/fluid_leak/1-39901-B-11.wav,fluid_leak,sea_waves,1,1
data/curated/electrical_fault/2-119748-A-38.wav,electrical_fault,clock_tick,2,0
data/curated/electrical_fault/3-171012-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/electrical_fault/2-127108-A-38.wav,electrical_fault,clock_tick,2,0
data/curated/fluid_leak/3-144827-A-11.wav,fluid_leak,sea_waves,3,1
data/curated/mechanical_fault/5-235507-A-44.wav,mechanical_fault,engine,5,2
data/curated/normal_operation/4-102844-C-49.wav,normal_operation,hand_saw,4,3
data/curated/fluid_leak/4-177250-A-10.wav,fluid_leak,rain,4,1
data/curated/fluid_leak/5-241846-A-15.wav,fluid_leak,water_drops,5,1
data/curated/electrical_fault/3-143933-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/fluid_leak/4-167063-C-11.wav,fluid_leak,sea_waves,4,1
data/curated/mechanical_fault/3-146186-A-44.wav,mechanical_fault,engine,3,2
data/curated/mechanical_fault/3-154758-A-44.wav,mechanical_fault,engine,3,2
data/curated/normal_operation/1-85362-A-0.wav,normal_operation,dog,1,3
data/curated/mechanical_fault/1-50454-A-44.wav,mechanical_fault,engine,1,2
data/curated/electrical_fault/1-54084-A-42.wav,electrical_fault,siren,1,0
data/curated/normal_operation/5-250258-A-49.wav,normal_operation,hand_saw,5,3
data/curated/mechanical_fault/1-61261-A-44.wav,mechanical_fault,engine,1,2
data/curated/mechanical_fault/5-222524-A-41.wav,mechanical_fault,chainsaw,5,2
data/curated/fluid_leak/2-117625-A-10.wav,fluid_leak,rain,2,1
data/curated/fluid_leak/1-91359-A-11.wav,fluid_leak,sea_waves,1,1
data/curated/fluid_leak/2-124564-A-15.wav,fluid_leak,water_drops,2,1
data/curated/normal_operation/1-7974-B-49.wav,normal_operation,hand_saw,1,3
data/curated/normal_operation/1-9887-B-49.wav,normal_operation,hand_saw,1,3
data/curated/electrical_fault/3-58772-A-42.wav,electrical_fault,siren,3,0
data/curated/electrical_fault/2-88724-A-38.wav,electrical_fault,clock_tick,2,0
data/curated/normal_operation/3-96606-B-49.wav,normal_operation,hand_saw,3,3
data/curated/normal_operation/4-167155-A-32.wav,normal_operation,keyboard_typing,4,3
data/curated/normal_operation/3-163459-A-0.wav,normal_operation,dog,3,3
data/curated/normal_operation/5-223099-A-32.wav,normal_operation,keyboard_typing,5,3
data/curated/mechanical_fault/5-171653-A-41.wav,mechanical_fault,chainsaw,5,2
data/curated/mechanical_fault/2-107228-A-44.wav,mechanical_fault,engine,2,2
data/curated/normal_operation/5-203128-A-0.wav,normal_operation,dog,5,3
data/curated/normal_operation/5-215005-A-32.wav,normal_operation,keyboard_typing,5,3
data/curated/electrical_fault/1-76831-B-42.wav,electrical_fault,siren,1,0
data/curated/normal_operation/3-97909-B-49.wav,normal_operation,hand_saw,3,3
data/curated/electrical_fault/1-42139-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/mechanical_fault/3-118657-B-41.wav,mechanical_fault,chainsaw,3,2
data/curated/normal_operation/3-125548-A-32.wav,normal_operation,keyboard_typing,3,3
data/curated/fluid_leak/3-166326-A-15.wav,fluid_leak,water_drops,3,1
data/curated/electrical_fault/3-51909-B-42.wav,electrical_fault,siren,3,0
data/curated/mechanical_fault/4-186940-A-44.wav,mechanical_fault,engine,4,2
data/curated/mechanical_fault/2-50667-B-41.wav,mechanical_fault,chainsaw,2,2
data/curated/normal_operation/2-120333-A-32.wav,normal_operation,keyboard_typing,2,3
data/curated/fluid_leak/2-64963-A-15.wav,fluid_leak,water_drops,2,1
data/curated/electrical_fault/1-48413-A-38.wav,electrical_fault,clock_tick,1,0
data/curated/normal_operation/2-51630-B-49.wav,normal_operation,hand_saw,2,3
data/curated/mechanical_fault/2-50668-A-41.wav,mechanical_fault,chainsaw,2,2
data/curated/mechanical_fault/5-216370-B-41.wav,mechanical_fault,chainsaw,5,2
data/curated/fluid_leak/4-174797-A-15.wav,fluid_leak,water_drops,4,1
data/curated/normal_operation/2-114280-A-0.wav,normal_operation,dog,2,3
data/curated/fluid_leak/5-193339-A-10.wav,fluid_leak,rain,5,1
data/curated/fluid_leak/4-180380-A-10.wav,fluid_leak,rain,4,1
data/curated/normal_operation/1-53501-A-32.wav,normal_operation,keyboard_typing,1,3
data/curated/normal_operation/4-199261-A-0.wav,normal_operation,dog,4,3
data/curated/fluid_leak/4-166661-A-10.wav,fluid_leak,rain,4,1
data/curated/mechanical_fault/4-165823-B-41.wav,mechanical_fault,chainsaw,4,2
data/curated/mechanical_fault/1-47250-B-41.wav,mechanical_fault,chainsaw,1,2
data/curated/normal_operation/5-253094-C-49.wav,normal_operation,hand_saw,5,3
data/curated/normal_operation/4-198360-C-49.wav,normal_operation,hand_saw,4,3
data/curated/fluid_leak/3-164595-A-15.wav,fluid_leak,water_drops,3,1
data/curated/electrical_fault/3-170377-A-38.wav,electrical_fault,clock_tick,3,0
data/curated/fluid_leak/5-254832-B-15.wav,fluid_leak,water_drops,5,1
data/curated/fluid_leak/2-132157-B-11.wav,fluid_leak,sea_waves,2,1
data/curated/fluid_leak/2-81731-A-10.wav,fluid_leak,rain,2,1
data/curated/normal_operation/4-251645-B-49.wav,normal_operation,hand_saw,4,3
data/curated/normal_operation/3-144028-A-0.wav,normal_operation,dog,3,3
data/curated/electrical_fault/2-72688-A-42.wav,electrical_fault,siren,2,0
data/curated/fluid_leak/1-90797-A-15.wav,fluid_leak,water_drops,1,1
data/curated/normal_operation/1-18810-A-49.wav,normal_operation,hand_saw,1,3
data/curated/fluid_leak/5-259180-A-15.wav,fluid_leak,water_drops,5,1
data/curated/fluid_leak/1-39901-A-11.wav,fluid_leak,sea_waves,1,1
data/curated/normal_operation/1-110389-A-0.wav,normal_operation,dog,1,3
data/curated/fluid_leak/3-143929-A-10.wav,fluid_leak,rain,3,1
data/curated/normal_operation/3-97909-A-49.wav,normal_operation,hand_saw,3,3
data/curated/electrical_fault/2-43806-A-42.wav,electrical_fault,siren,2,0
data/curated/fluid_leak/1-28135-A-11.wav,fluid_leak,sea_waves,1,1
data/curated/normal_operation/2-109316-A-32.wav,normal_operation,keyboard_typing,2,3
data/curated/fluid_leak/1-12654-A-15.wav,fluid_leak,water_drops,1,1
data/curated/fluid_leak/4-167063-A-11.wav,fluid_leak,sea_waves,4,1
data/curated/fluid_leak/5-254832-A-15.wav,fluid_leak,water_drops,5,1
data/curated/fluid_leak/4-160999-A-10.wav,fluid_leak,rain,4,1
data/curated/fluid_leak/2-64962-A-15.wav,fluid_leak,water_drops,2,1
data/curated/fluid_leak/3-157149-A-10.wav,fluid_leak,rain,3,1
data/curated/normal_operation/2-116400-A-0.wav,normal_operation,dog,2,3
data/curated/fluid_leak/1-12654-B-15.wav,fluid_leak,water_drops,1,1
data/curated/normal_operation/5-222894-A-32.wav,normal_operation,keyboard_typing,5,3
data/curated/normal_operation/2-118964-A-0.wav,normal_operation,dog,2,3
